Date,Source,Action,BTC_Amount,USD_Amount,Fees
2024-11-02 13:01:00+00:00,Strike,BUY,0.00026681,25.00,0.00
2024-11-04 13:03:00+00:00,Strike,BUY,0.00051272,50.00,0.00
2024-11-05 13:01:00+00:00,Strike,BUY,0.00051617,50.00,0.00
2024-11-06 13:02:00+00:00,Strike,BUY,0.00101262,100.00,0.00
2024-11-07 13:05:00+00:00,Strike,BUY,0.00031163,30.00,0.00
2024-11-08 13:04:00+00:00,Strike,BUY,0.00020496,20.00,0.00
2024-11-08 16:13:00+00:00,Strike,BUY,0.00512470,500.00,0.00
2024-11-09 13:02:00+00:00,Strike,BUY,0.00031974,30.00,0.00
2024-11-10 13:03:00+00:00,Strike,BUY,0.00026961,25.00,0.00
2024-11-11 13:01:00+00:00,Strike,BUY,0.00050808,50.00,0.00
2024-11-12 13:02:00+00:00,Strike,BUY,0.00020476,20.00,0.00
2024-11-13 13:03:00+00:00,Strike,BUY,0.00021722,20.00,0.00
2024-11-15 13:03:00+00:00,Strike,BUY,0.00108902,100.00,0.00
2024-11-16 13:03:00+00:00,Strike,BUY,0.00021164,20.00,0.00
2024-11-18 13:05:00+00:00,Strike,BUY,0.00032281,30.00,0.00
2024-11-19 13:01:00+00:00,Strike,BUY,0.00051343,50.00,0.00
2024-11-20 13:03:00+00:00,Strike,BUY,0.00032120,30.00,0.00
2024-11-21 13:01:00+00:00,Strike,BUY,0.00020799,20.00,0.00
2024-11-23 13:02:00+00:00,Strike,BUY,0.00032117,30.00,0.00
2024-11-24 13:01:00+00:00,Strike,BUY,0.00027158,25.00,0.00
2024-11-25 13:01:00+00:00,Strike,BUY,0.00051937,50.00,0.00
2024-11-26 13:00:00+00:00,Strike,BUY,0.00027414,25.00,0.00
2024-11-27 13:03:00+00:00,Strike,BUY,0.00052645,50.00,0.00
2024-11-28 13:04:00+00:00,Strike,BUY,0.00107767,100.00,0.00
2024-11-29 13:05:00+00:00,Strike,BUY,0.00031895,30.00,0.00
2024-12-01 13:02:00+00:00,Strike,BUY,0.00052554,50.00,0.00
2024-12-02 13:02:00+00:00,Strike,BUY,0.00052793,50.00,0.00
2024-12-05 13:04:00+00:00,Strike,BUY,0.00053197,50.00,0.00
2024-12-06 13:04:00+00:00,Strike,BUY,0.00104338,100.00,0.00
2024-12-07 13:04:00+00:00,Strike,BUY,0.00101543,100.00,0.00
2024-12-08 13:04:00+00:00,Strike,BUY,0.00025494,25.00,0.00
2024-12-09 13:02:00+00:00,Strike,BUY,0.00101834,100.00,0.00
2024-12-09 17:48:00+00:00,Coinbase,BUY,0.00751962,750.00,11.18
2024-12-10 13:00:00+00:00,Strike,BUY,0.00026539,25.00,0.00
2024-12-11 13:04:00+00:00,Strike,BUY,0.00053285,50.00,0.00
2024-12-12 13:02:00+00:00,Strike,BUY,0.00050286,50.00,0.00
2024-12-13 13:04:00+00:00,Strike,BUY,0.00021256,20.00,0.00
2024-12-14 13:00:00+00:00,Strike,BUY,0.00030069,30.00,0.00
2024-12-15 13:02:00+00:00,Strike,BUY,0.00031287,30.00,0.00
2024-12-16 13:04:00+00:00,Strike,BUY,0.00025467,25.00,0.00
2024-12-17 13:01:00+00:00,Strike,BUY,0.00030064,30.00,0.00
2024-12-18 13:05:00+00:00,Strike,BUY,0.00051006,50.00,0.00
2024-12-19 13:00:00+00:00,Strike,BUY,0.00030057,30.00,0.00
2024-12-20 13:02:00+00:00,Strike,BUY,0.00025401,25.00,0.00
2024-12-21 13:05:00+00:00,Strike,BUY,0.00098848,100.00,0.00
2024-12-23 13:00:00+00:00,Strike,BUY,0.00029553,30.00,0.00
2024-12-24 13:02:00+00:00,Strike,BUY,0.00050775,50.00,0.00
2024-12-25 13:01:00+00:00,Strike,BUY,0.00020330,20.00,0.00
2024-12-26 13:04:00+00:00,Strike,BUY,0.00051457,50.00,0.00
2024-12-27 13:00:00+00:00,Strike,BUY,0.00100005,100.00,0.00
2024-12-28 13:01:00+00:00,Strike,BUY,0.00050288,50.00,0.00
2024-12-30 13:01:00+00:00,Strike,BUY,0.00099833,100.00,0.00
2024-12-31 13:05:00+00:00,Strike,BUY,0.00096022,100.00,0.00
2025-01-01 13:02:00+00:00,Strike,BUY,0.00099452,100.00,0.00
2025-01-02 13:01:00+00:00,Strike,BUY,0.00029067,30.00,0.00
2025-01-03 13:01:00+00:00,Strike,BUY,0.00029519,30.00,0.00
2025-01-04 13:03:00+00:00,Strike,BUY,0.00051865,50.00,0.00
2025-01-05 13:04:00+00:00,Strike,BUY,0.00051861,50.00,0.00
2025-01-07 13:02:00+00:00,Strike,BUY,0.00019833,20.00,0.00
2025-01-08 13:04:00+00:00,Strike,BUY,0.00020150,20.00,0.00
2025-01-09 13:00:00+00:00,Strike,BUY,0.00030664,30.00,0.00
2025-01-11 13:03:00+00:00,Strike,BUY,0.00020796,20.00,0.00
2025-01-12 13:03:00+00:00,Strike,BUY,0.00032542,30.00,0.00
2025-01-13 13:03:00+00:00,Strike,BUY,0.00051396,50.00,0.00
2025-01-14 13:00:00+00:00,Strike,BUY,0.00031001,30.00,0.00
2025-01-15 13:00:00+00:00,Strike,BUY,0.00107373,100.00,0.00
2025-01-16 13:01:00+00:00,Strike,BUY,0.00021415,20.00,0.00
2025-01-17 13:05:00+00:00,Strike,BUY,0.00028100,25.00,0.00
2025-01-18 13:04:00+00:00,Strike,BUY,0.00021458,20.00,0.00
2025-01-21 13:03:00+00:00,Strike,BUY,0.00021821,20.00,0.00
2025-01-22 13:00:00+00:00,Strike,BUY,0.00022774,20.00,0.00
2025-01-23 13:04:00+00:00,Strike,BUY,0.00057834,50.00,0.00
2025-01-24 13:03:00+00:00,Strike,BUY,0.00056939,50.00,0.00
2025-01-25 13:04:00+00:00,Strike,BUY,0.00027646,25.00,0.00
2025-01-26 13:00:00+00:00,Strike,BUY,0.00056347,50.00,0.00
2025-01-27 13:01:00+00:00,Strike,BUY,0.00113982,100.00,0.00
2025-01-28 13:02:00+00:00,Strike,BUY,0.00022592,20.00,0.00
2025-01-29 13:04:00+00:00,Strike,BUY,0.00060396,50.00,0.00
2025-01-29 20:30:00+00:00,Strike,BUY,0.00605100,500.00,0.00
2025-01-30 13:02:00+00:00,Strike,BUY,0.00035774,30.00,0.00
2025-01-31 13:00:00+00:00,Strike,BUY,0.00036301,30.00,0.00
2025-02-01 13:00:00+00:00,Strike,BUY,0.00058015,50.00,0.00
2025-02-02 13:00:00+00:00,Strike,BUY,0.00036386,30.00,0.00
2025-02-03 13:01:00+00:00,Strike,BUY,0.00116173,100.00,0.00
2025-02-04 13:05:00+00:00,Strike,BUY,0.00029805,25.00,0.00
2025-02-06 13:02:00+00:00,Strike,BUY,0.00029226,25.00,0.00
2025-02-08 13:04:00+00:00,Strike,BUY,0.00057636,50.00,0.00
2025-02-09 13:02:00+00:00,Strike,BUY,0.00024548,20.00,0.00
2025-02-11 13:05:00+00:00,Strike,BUY,0.00036208,30.00,0.00
2025-02-12 13:03:00+00:00,Strike,BUY,0.00059911,50.00,0.00
2025-02-13 13:03:00+00:00,Strike,BUY,0.00035973,30.00,0.00
2025-02-14 13:03:00+00:00,Strike,BUY,0.00035694,30.00,0.00
2025-02-15 13:00:00+00:00,Strike,BUY,0.00123384,100.00,0.00
2025-02-16 13:01:00+00:00,Strike,BUY,0.00058809,50.00,0.00
2025-02-18 13:03:00+00:00,Strike,BUY,0.00058794,50.00,0.00
2025-02-20 13:05:00+00:00,Strike,BUY,0.00035670,30.00,0.00
2025-02-21 13:05:00+00:00,Strike,BUY,0.00024947,20.00,0.00
2025-02-22 13:02:00+00:00,Strike,BUY,0.00060214,50.00,0.00
2025-02-23 13:00:00+00:00,Strike,BUY,0.00030111,25.00,0.00
2025-02-24 13:03:00+00:00,Strike,BUY,0.00024487,20.00,0.00
2025-02-25 13:05:00+00:00,Strike,BUY,0.00036380,30.00,0.00
2025-02-26 13:00:00+00:00,Strike,BUY,0.00062603,50.00,0.00
2025-02-27 13:02:00+00:00,Strike,BUY,0.00037221,30.00,0.00
2025-03-01 13:02:00+00:00,Strike,BUY,0.00125229,100.00,0.00
2025-03-02 13:00:00+00:00,Strike,BUY,0.00116462,100.00,0.00
2025-03-03 13:04:00+00:00,Strike,BUY,0.00024463,20.00,0.00
2025-03-04 13:03:00+00:00,Strike,BUY,0.00030033,25.00,0.00
2025-03-05 13:03:00+00:00,Strike,BUY,0.00029200,25.00,0.00
2025-03-06 13:03:00+00:00,Strike,BUY,0.00029465,25.00,0.00
2025-03-07 13:00:00+00:00,Strike,BUY,0.00115618,100.00,0.00
2025-03-08 13:05:00+00:00,Strike,BUY,0.00034358,30.00,0.00
2025-03-09 13:02:00+00:00,Strike,BUY,0.00035846,30.00,0.00
2025-03-10 13:05:00+00:00,Strike,BUY,0.00112523,100.00,0.00
2025-03-11 13:01:00+00:00,Strike,BUY,0.00023982,20.00,0.00
2025-03-12 13:01:00+00:00,Strike,BUY,0.00057516,50.00,0.00
2025-03-12 18:36:00+00:00,Strike,BUY,0.01149171,1000.00,0.00
2025-03-13 13:04:00+00:00,Strike,BUY,0.00028178,25.00,0.00
2025-03-15 13:05:00+00:00,Strike,BUY,0.00058579,50.00,0.00
2025-03-16 13:04:00+00:00,Strike,BUY,0.00022449,20.00,0.00
2025-03-17 13:00:00+00:00,Strike,BUY,0.00057996,50.00,0.00
2025-03-18 13:01:00+00:00,Strike,BUY,0.00057091,50.00,0.00
2025-03-20 13:00:00+00:00,Strike,BUY,0.00022824,20.00,0.00
2025-03-21 13:01:00+00:00,Strike,BUY,0.00033663,30.00,0.00
2025-03-22 13:04:00+00:00,Strike,BUY,0.00033834,30.00,0.00
2025-03-23 13:05:00+00:00,Strike,BUY,0.00055033,50.00,0.00
2025-03-24 13:04:00+00:00,Strike,BUY,0.00055919,50.00,0.00
2025-03-25 13:04:00+00:00,Strike,BUY,0.00052799,50.00,0.00
2025-03-26 13:05:00+00:00,Strike,BUY,0.00055421,50.00,0.00
2025-03-27 13:00:00+00:00,Strike,BUY,0.00021273,20.00,0.00
2025-03-28 13:04:00+00:00,Strike,BUY,0.00032685,30.00,0.00
2025-03-29 13:03:00+00:00,Strike,BUY,0.00055158,50.00,0.00
2025-03-30 13:05:00+00:00,Strike,BUY,0.00054128,50.00,0.00
2025-03-31 13:03:00+00:00,Strike,BUY,0.00025842,25.00,0.00
2025-04-01 13:02:00+00:00,Strike,BUY,0.00052566,50.00,0.00
2025-04-03 13:01:00+00:00,Strike,BUY,0.00032256,30.00,0.00
2025-04-04 13:05:00+00:00,Strike,BUY,0.00032425,30.00,0.00
2025-04-05 13:03:00+00:00,Strike,BUY,0.00025597,25.00,0.00
2025-04-06 13:00:00+00:00,Strike,BUY,0.00030511,30.00,0.00
2025-04-09 13:04:00+00:00,Strike,BUY,0.00051413,50.00,0.00
2025-04-10 13:01:00+00:00,Strike,BUY,0.00031503,30.00,0.00
2025-04-11 13:01:00+00:00,Strike,BUY,0.00025128,25.00,0.00
2025-04-12 13:03:00+00:00,Strike,BUY,0.00030239,30.00,0.00
2025-04-14 13:01:00+00:00,Strike,BUY,0.00024766,25.00,0.00
2025-04-16 13:05:00+00:00,Strike,BUY,0.00098699,100.00,0.00
2025-04-17 13:00:00+00:00,Strike,BUY,0.00048697,50.00,0.00
2025-04-18 13:02:00+00:00,Strike,BUY,0.00050052,50.00,0.00
2025-04-19 13:04:00+00:00,Strike,BUY,0.00050384,50.00,0.00
2025-04-20 13:00:00+00:00,Strike,BUY,0.00049471,50.00,0.00
2025-04-21 13:02:00+00:00,Strike,BUY,0.00048364,50.00,0.00
2025-04-23 13:02:00+00:00,Strike,BUY,0.00048227,50.00,0.00
2025-04-24 13:01:00+00:00,Strike,BUY,0.00047944,50.00,0.00
2025-04-25 13:00:00+00:00,Strike,BUY,0.00019556,20.00,0.00
2025-04-26 13:03:00+00:00,Strike,BUY,0.00048268,50.00,0.00
2025-04-27 13:04:00+00:00,Strike,BUY,0.00023581,25.00,0.00
2025-04-28 13:01:00+00:00,Strike,BUY,0.00049604,50.00,0.00
2025-04-29 13:02:00+00:00,Strike,BUY,0.00048657,50.00,0.00
2025-04-30 13:04:00+00:00,Strike,BUY,0.00049028,50.00,0.00
2025-05-01 13:00:00+00:00,Strike,BUY,0.00028344,30.00,0.00
2025-05-03 13:05:00+00:00,Strike,BUY,0.00098762,100.00,0.00
2025-05-04 13:02:00+00:00,Strike,BUY,0.00098467,100.00,0.00
2025-05-05 13:04:00+00:00,Strike,BUY,0.00024579,25.00,0.00
2025-05-06 13:01:00+00:00,Strike,BUY,0.00048037,50.00,0.00
2025-05-07 13:03:00+00:00,Strike,BUY,0.00023891,25.00,0.00
2025-05-08 13:04:00+00:00,Strike,BUY,0.00093955,100.00,0.00
2025-05-11 13:04:00+00:00,Strike,BUY,0.00048556,50.00,0.00
2025-05-12 13:00:00+00:00,Strike,BUY,0.00094121,100.00,0.00
2025-05-13 13:02:00+00:00,Strike,BUY,0.00095147,100.00,0.00
2025-05-14 13:01:00+00:00,Strike,BUY,0.00048838,50.00,0.00
2025-05-15 13:02:00+00:00,Strike,BUY,0.00094148,100.00,0.00
2025-05-16 13:05:00+00:00,Strike,BUY,0.00093198,100.00,0.00
2025-05-17 13:01:00+00:00,Strike,BUY,0.00027636,30.00,0.00
2025-05-18 13:02:00+00:00,Strike,BUY,0.00028295,30.00,0.00
2025-05-19 13:03:00+00:00,Strike,BUY,0.00028104,30.00,0.00
2025-05-20 13:05:00+00:00,Strike,BUY,0.00028911,30.00,0.00
2025-05-21 13:04:00+00:00,Strike,BUY,0.00047706,50.00,0.00
2025-05-22 13:02:00+00:00,Strike,BUY,0.00023201,25.00,0.00
2025-05-23 13:05:00+00:00,Strike,BUY,0.00019035,20.00,0.00
2025-05-24 13:02:00+00:00,Strike,BUY,0.00095668,100.00,0.00
2025-05-25 13:04:00+00:00,Strike,BUY,0.00027601,30.00,0.00
2025-05-26 13:01:00+00:00,Strike,BUY,0.00018592,20.00,0.00
2025-05-27 13:01:00+00:00,Strike,BUY,0.00018701,20.00,0.00
2025-05-28 13:05:00+00:00,Strike,BUY,0.00023677,25.00,0.00
2025-05-29 13:05:00+00:00,Strike,BUY,0.00047311,50.00,0.00
2025-05-30 13:00:00+00:00,Strike,BUY,0.00046474,50.00,0.00
2025-06-01 13:03:00+00:00,Strike,BUY,0.00045468,50.00,0.00
2025-06-02 13:02:00+00:00,Strike,BUY,0.00027058,30.00,0.00
2025-06-04 13:01:00+00:00,Strike,BUY,0.00045549,50.00,0.00
2025-06-05 13:00:00+00:00,Strike,BUY,0.00022701,25.00,0.00
2025-06-06 13:00:00+00:00,Strike,BUY,0.00044946,50.00,0.00
2025-06-08 13:02:00+00:00,Strike,BUY,0.00017830,20.00,0.00
2025-06-08 18:38:00+00:00,Strike,BUY,0.00445425,500.00,0.00
2025-06-09 13:02:00+00:00,Strike,BUY,0.00027299,30.00,0.00
2025-06-10 13:04:00+00:00,Strike,BUY,0.00045351,50.00,0.00
2025-06-12 13:00:00+00:00,Strike,BUY,0.00026311,30.00,0.00
2025-06-13 13:02:00+00:00,Strike,BUY,0.00089598,100.00,0.00
2025-06-14 13:02:00+00:00,Strike,BUY,0.00045148,50.00,0.00
2025-06-16 13:03:00+00:00,Strike,BUY,0.00045390,50.00,0.00
2025-06-19 13:01:00+00:00,Strike,BUY,0.00017506,20.00,0.00
2025-06-20 13:02:00+00:00,Strike,BUY,0.00026005,30.00,0.00
2025-06-21 13:00:00+00:00,Strike,BUY,0.00026962,30.00,0.00
2025-06-22 13:00:00+00:00,Strike,BUY,0.00089972,100.00,0.00
2025-06-23 13:03:00+00:00,Strike,BUY,0.00088629,100.00,0.00
2025-06-24 13:05:00+00:00,Strike,BUY,0.00025278,30.00,0.00
2025-06-25 13:02:00+00:00,Strike,BUY,0.00025096,30.00,0.00
2025-06-26 13:01:00+00:00,Strike,BUY,0.00043451,50.00,0.00
2025-06-27 13:04:00+00:00,Strike,BUY,0.00025091,30.00,0.00
2025-06-28 13:03:00+00:00,Strike,BUY,0.00041327,50.00,0.00
2025-06-29 13:01:00+00:00,Strike,BUY,0.00086040,100.00,0.00
2025-06-30 13:00:00+00:00,Strike,BUY,0.00041266,50.00,0.00
2025-07-01 13:00:00+00:00,Strike,BUY,0.00042381,50.00,0.00
2025-07-02 13:04:00+00:00,Strike,BUY,0.00021706,25.00,0.00
2025-07-04 13:00:00+00:00,Strike,BUY,0.00083480,100.00,0.00
2025-07-05 13:00:00+00:00,Strike,BUY,0.00042381,50.00,0.00
2025-07-07 13:04:00+00:00,Strike,BUY,0.00017726,20.00,0.00
2025-07-08 13:02:00+00:00,Strike,BUY,0.00083007,100.00,0.00
2025-07-08 16:52:00+00:00,Strike,BUY,0.00415137,500.00,0.00
2025-07-09 13:04:00+00:00,Strike,BUY,0.00017722,20.00,0.00
2025-07-10 13:00:00+00:00,Strike,BUY,0.00044130,50.00,0.00
2025-07-11 13:00:00+00:00,Strike,BUY,0.00042811,50.00,0.00
2025-07-12 13:01:00+00:00,Strike,BUY,0.00084131,100.00,0.00
2025-07-13 13:03:00+00:00,Strike,BUY,0.00026134,30.00,0.00
2025-07-14 13:03:00+00:00,Strike,BUY,0.00043481,50.00,0.00
2025-07-15 13:04:00+00:00,Strike,BUY,0.00021446,25.00,0.00
2025-07-16 13:01:00+00:00,Strike,BUY,0.00042860,50.00,0.00
2025-07-18 13:00:00+00:00,Strike,BUY,0.00026430,30.00,0.00
2025-07-19 13:03:00+00:00,Strike,BUY,0.00044737,50.00,0.00
2025-07-20 13:03:00+00:00,Strike,BUY,0.00025412,30.00,0.00
2025-07-22 13:00:00+00:00,Strike,BUY,0.00086637,100.00,0.00
2025-07-23 13:00:00+00:00,Strike,BUY,0.00021974,25.00,0.00
2025-07-25 13:05:00+00:00,Strike,BUY,0.00017966,20.00,0.00
2025-07-27 13:00:00+00:00,Strike,BUY,0.00022756,25.00,0.00
2025-07-28 13:05:00+00:00,Strike,BUY,0.00045364,50.00,0.00
2025-07-29 13:05:00+00:00,Strike,BUY,0.00026216,30.00,0.00
2025-07-30 13:05:00+00:00,Strike,BUY,0.00043944,50.00,0.00
2025-07-31 13:00:00+00:00,Strike,BUY,0.00045441,50.00,0.00
2025-08-01 13:01:00+00:00,Strike,BUY,0.00086886,100.00,0.00
2025-08-02 13:00:00+00:00,Strike,BUY,0.00026639,30.00,0.00
2025-08-03 13:04:00+00:00,Strike,BUY,0.00026944,30.00,0.00
2025-08-04 13:02:00+00:00,Strike,BUY,0.00045231,50.00,0.00
2025-08-05 13:01:00+00:00,Strike,BUY,0.00022244,25.00,0.00
2025-08-06 13:03:00+00:00,Strike,BUY,0.00018054,20.00,0.00
2025-08-07 13:04:00+00:00,Strike,BUY,0.00043714,50.00,0.00
2025-08-08 13:01:00+00:00,Strike,BUY,0.00026424,30.00,0.00
2025-08-09 13:02:00+00:00,Strike,BUY,0.00017565,20.00,0.00
2025-08-10 13:00:00+00:00,Strike,BUY,0.00026547,30.00,0.00
2025-08-11 13:00:00+00:00,Strike,BUY,0.00017290,20.00,0.00
2025-08-12 13:05:00+00:00,Strike,BUY,0.00090783,100.00,0.00
2025-08-13 13:02:00+00:00,Strike,BUY,0.00026604,30.00,0.00
2025-08-15 13:00:00+00:00,Strike,BUY,0.00090401,100.00,0.00
2025-08-16 13:01:00+00:00,Strike,BUY,0.00090252,100.00,0.00
2025-08-17 13:01:00+00:00,Strike,BUY,0.00043496,50.00,0.00
2025-08-18 13:03:00+00:00,Strike,BUY,0.00044255,50.00,0.00
2025-08-19 13:02:00+00:00,Strike,BUY,0.00042790,50.00,0.00
2025-08-20 13:05:00+00:00,Strike,BUY,0.00044767,50.00,0.00
2025-08-21 13:01:00+00:00,Strike,BUY,0.00027049,30.00,0.00
2025-08-23 13:00:00+00:00,Strike,BUY,0.00026254,30.00,0.00
2025-08-24 13:05:00+00:00,Strike,BUY,0.00042822,50.00,0.00
2025-08-26 13:01:00+00:00,Strike,BUY,0.00043279,50.00,0.00
2025-08-27 13:02:00+00:00,Strike,BUY,0.00026270,30.00,0.00
2025-08-28 13:05:00+00:00,Strike,BUY,0.00090557,100.00,0.00
2025-08-29 13:05:00+00:00,Strike,BUY,0.00025886,30.00,0.00
2025-08-30 13:03:00+00:00,Strike,BUY,0.00022375,25.00,0.00
2025-08-31 13:05:00+00:00,Strike,BUY,0.00016898,20.00,0.00
2025-09-01 13:00:00+00:00,Strike,BUY,0.00085509,100.00,0.00
2025-09-03 13:00:00+00:00,Strike,BUY,0.00088551,100.00,0.00
2025-09-04 13:03:00+00:00,Strike,BUY,0.00026363,30.00,0.00
2025-09-05 13:04:00+00:00,Strike,BUY,0.00042706,50.00,0.00
2025-09-07 13:00:00+00:00,Strike,BUY,0.00043206,50.00,0.00
2025-09-08 13:02:00+00:00,Strike,BUY,0.00018151,20.00,0.00
2025-09-09 13:03:00+00:00,Strike,BUY,0.00022626,25.00,0.00
2025-09-12 13:02:00+00:00,Strike,BUY,0.00045828,50.00,0.00
2025-09-13 13:03:00+00:00,Strike,BUY,0.00043913,50.00,0.00
2025-09-14 13:02:00+00:00,Strike,BUY,0.00087012,100.00,0.00
2025-09-16 13:00:00+00:00,Strike,BUY,0.00017922,20.00,0.00
2025-09-17 13:03:00+00:00,Strike,BUY,0.00017754,20.00,0.00
2025-09-18 13:00:00+00:00,Strike,BUY,0.00043489,50.00,0.00
2025-09-19 13:02:00+00:00,Strike,BUY,0.00043868,50.00,0.00
2025-09-20 13:04:00+00:00,Strike,BUY,0.00018578,20.00,0.00
2025-09-21 13:05:00+00:00,Strike,BUY,0.00044291,50.00,0.00
2025-09-23 13:04:00+00:00,Strike,BUY,0.00046365,50.00,0.00
2025-09-27 13:00:00+00:00,Strike,BUY,0.00027053,30.00,0.00
2025-09-28 13:03:00+00:00,Strike,BUY,0.00088779,100.00,0.00
2025-09-29 13:05:00+00:00,Strike,BUY,0.00023068,25.00,0.00
2025-09-30 13:00:00+00:00,Strike,BUY,0.00045167,50.00,0.00
2025-10-01 13:00:00+00:00,Strike,BUY,0.00045083,50.00,0.00
2025-10-03 13:04:00+00:00,Strike,BUY,0.00047312,50.00,0.00
2025-10-04 13:05:00+00:00,Strike,BUY,0.00027358,30.00,0.00
2025-10-05 13:01:00+00:00,Strike,BUY,0.00029075,30.00,0.00
2025-10-06 13:01:00+00:00,Strike,BUY,0.00093394,100.00,0.00
2025-10-07 13:04:00+00:00,Strike,BUY,0.00027530,30.00,0.00
2025-10-08 13:00:00+00:00,Strike,BUY,0.00027783,30.00,0.00
2025-10-09 13:05:00+00:00,Strike,BUY,0.00024177,25.00,0.00
2025-10-10 13:00:00+00:00,Strike,BUY,0.00019644,20.00,0.00
2025-10-10 16:28:00+00:00,Strike,BUY,0.00983094,1000.00,0.00
2025-10-11 13:00:00+00:00,Strike,BUY,0.00024021,25.00,0.00
2025-10-12 13:04:00+00:00,Strike,BUY,0.00049627,50.00,0.00
2025-10-14 13:04:00+00:00,Strike,BUY,0.00048564,50.00,0.00
2025-10-15 13:00:00+00:00,Strike,BUY,0.00028986,30.00,0.00
2025-10-16 13:05:00+00:00,Strike,BUY,0.00048996,50.00,0.00
2025-10-17 13:04:00+00:00,Strike,BUY,0.00052125,50.00,0.00
2025-10-18 13:01:00+00:00,Strike,BUY,0.00029732,30.00,0.00
2025-10-19 13:00:00+00:00,Strike,BUY,0.00024983,25.00,0.00
2025-10-20 13:03:00+00:00,Strike,BUY,0.00020929,20.00,0.00
2025-10-21 13:05:00+00:00,Strike,BUY,0.00105326,100.00,0.00
2025-10-22 13:03:00+00:00,Strike,BUY,0.00020717,20.00,0.00
2025-10-24 13:03:00+00:00,Strike,BUY,0.00030712,30.00,0.00
2025-10-25 13:05:00+00:00,Strike,BUY,0.00054909,50.00,0.00
2025-10-26 13:05:00+00:00,Strike,BUY,0.00026305,25.00,0.00
2025-10-28 13:05:00+00:00,Strike,BUY,0.00109315,100.00,0.00
2025-10-29 13:01:00+00:00,Strike,BUY,0.00032939,30.00,0.00
2025-10-30 13:03:00+00:00,Strike,BUY,0.00031740,30.00,0.00
2025-10-31 13:04:00+00:00,Strike,BUY,0.00056696,50.00,0.00
2025-11-01 13:00:00+00:00,Strike,BUY,0.00110773,100.00,0.00
2025-11-02 13:03:00+00:00,Strike,BUY,0.00033485,30.00,0.00
2025-11-04 13:05:00+00:00,Strike,BUY,0.00053976,50.00,0.00
2025-11-05 13:02:00+00:00,Strike,BUY,0.00111507,100.00,0.00
2025-11-06 13:03:00+00:00,Strike,BUY,0.00021998,20.00,0.00
2025-11-07 13:04:00+00:00,Strike,BUY,0.00057022,50.00,0.00
2025-11-08 13:05:00+00:00,Strike,BUY,0.00057246,50.00,0.00
2025-11-09 13:02:00+00:00,Strike,BUY,0.00110676,100.00,0.00
2025-11-10 13:05:00+00:00,Strike,BUY,0.00021787,20.00,0.00
2025-11-11 13:05:00+00:00,Strike,BUY,0.00033158,30.00,0.00
2025-11-12 13:04:00+00:00,Strike,BUY,0.00113825,100.00,0.00
2025-11-13 13:02:00+00:00,Strike,BUY,0.00055671,50.00,0.00
2025-11-15 13:04:00+00:00,Strike,BUY,0.00054240,50.00,0.00
2025-11-16 13:02:00+00:00,Strike,BUY,0.00057322,50.00,0.00
2025-11-17 13:05:00+00:00,Strike,BUY,0.00056836,50.00,0.00
2025-11-18 13:03:00+00:00,Strike,BUY,0.00021997,20.00,0.00
2025-11-19 13:00:00+00:00,Strike,BUY,0.00022850,20.00,0.00
2025-11-20 13:02:00+00:00,Strike,BUY,0.00033728,30.00,0.00
2025-11-21 13:04:00+00:00,Strike,BUY,0.00054634,50.00,0.00
2025-11-23 13:00:00+00:00,Strike,BUY,0.00034747,30.00,0.00
2025-11-24 13:00:00+00:00,Strike,BUY,0.00033062,30.00,0.00
2025-11-25 13:01:00+00:00,Strike,BUY,0.00109326,100.00,0.00
2025-11-27 13:03:00+00:00,Strike,BUY,0.00027258,25.00,0.00
2025-11-28 13:01:00+00:00,Strike,BUY,0.00115616,100.00,0.00
2025-11-29 13:05:00+00:00,Strike,BUY,0.00057446,50.00,0.00
2025-11-30 13:03:00+00:00,Strike,BUY,0.00055873,50.00,0.00
2025-11-30 15:13:00+00:00,Strike,BUY,0.01117527,1000.00,0.00
2025-12-01 13:00:00+00:00,Strike,BUY,0.00055993,50.00,0.00
2025-12-02 13:01:00+00:00,Strike,BUY,0.00033881,30.00,0.00
2025-12-03 13:02:00+00:00,Strike,BUY,0.00110633,100.00,0.00
2025-12-04 13:05:00+00:00,Strike,BUY,0.00034282,30.00,0.00
2025-12-05 13:04:00+00:00,Strike,BUY,0.00022726,20.00,0.00
2025-12-06 13:04:00+00:00,Strike,BUY,0.00027441,25.00,0.00
2025-12-07 13:02:00+00:00,Strike,BUY,0.00053791,50.00,0.00
2025-12-08 13:02:00+00:00,Strike,BUY,0.00022827,20.00,0.00
2025-12-11 13:04:00+00:00,Strike,BUY,0.00056607,50.00,0.00
2025-12-12 13:04:00+00:00,Strike,BUY,0.00113206,100.00,0.00
2025-12-13 13:01:00+00:00,Strike,BUY,0.00053065,50.00,0.00
2025-12-14 13:01:00+00:00,Strike,BUY,0.00033662,30.00,0.00
2025-12-15 13:02:00+00:00,Strike,BUY,0.00021758,20.00,0.00
2025-12-17 13:05:00+00:00,Strike,BUY,0.00056124,50.00,0.00
2025-12-18 13:05:00+00:00,Strike,BUY,0.00053085,50.00,0.00
2025-12-20 13:02:00+00:00,Strike,BUY,0.00022039,20.00,0.00
2025-12-21 13:01:00+00:00,Strike,BUY,0.00054798,50.00,0.00
2025-12-22 13:03:00+00:00,Strike,BUY,0.00053710,50.00,0.00
2025-12-23 13:02:00+00:00,Strike,BUY,0.00054294,50.00,0.00
