Reference,Date & Time (UTC),Transaction Type,Amount USD,Fee USD,Amount BTC,Fee BTC,BTC Price,Cost Basis (USD),Destination,Description,Transaction Hash,Note
878b1ca6-1c5a-1471-c8c5-8797b8ca5353,Apr 29 2025 13:01:00,Purchase,-50.00,,0.00048657,,102760.63,50.00,,,,
bc17e201-6a9d-9cd0-916f-c8e8ed32d255,Apr 30 2025 13:01:22,Deposit,50.00,,,,,,,,,
3a17cabd-2119-3a76-6b4d-c037aa005af6,Apr 30 2025 13:02:00,Purchase,-50.00,,0.00049028,,101982.43,50.00,,,,
030259be-32b1-c293-6cb1-ba337de2df2f,May 01 2025 13:03:22,Deposit,50.00,,,,,,,,,
009465b0-f3d2-4764-268b-5418116f2ffb,May 01 2025 13:04:00,Purchase,-50.00,,0.00047239,,105844.04,50.00,,,,
bc4e80cc-325d-4171-cb2d-af2533d12234,May 02 2025 12:59:22,Deposit,30.00,,,,,,,,,
77615abf-41d4-739a-d30c-3c19b0b52241,May 02 2025 13:00:00,Purchase,-30.00,,0.00028343,,105845.28,30.00,,,,
6d03c830-88d1-2f38-178d-a88b0c0a1d4e,May 04 2025 13:04:22,Deposit,100.00,,,,,,,,,
8acd7b1f-8482-9409-beed-5a69ecc2b613,May 04 2025 13:05:00,Purchase,-100.00,,0.00098467,,101556.75,100.00,,,,
c9f4c3f9-ca04-c4ec-23cc-4cd06948cdf1,May 05 2025 13:01:22,Deposit,100.00,,,,,,,,,
3cbc5ff9-152b-f462-4a48-56a4ac10a9c2,May 05 2025 13:02:00,Purchase,-100.00,,0.00098316,,101713.12,100.00,,,,
e53b1a40-b7a6-2638-bd0a-794744302488,May 06 2025 13:03:22,Deposit,25.00,,,,,,,,,
738280f7-86ef-4914-33d4-726f2301c495,May 06 2025 13:04:00,Purchase,-25.00,,0.00024019,,104085.75,25.00,,,,
dbed6abf-e9b4-d694-6f4a-9954a6a32e50,May 07 2025 13:00:22,Deposit,50.00,,,,,,,,,
a178ab75-f508-ecfd-cc14-f9ae241fa626,May 07 2025 13:01:00,Purchase,-50.00,,0.00047782,,104640.84,50.00,,,,
cb63b4c4-31f9-2887-030c-289b4c9be986,May 08 2025 13:02:22,Deposit,25.00,,,,,,,,,
62f33b77-78e5-de02-0169-799fbbd22fc1,May 08 2025 13:03:00,Purchase,-25.00,,0.00023489,,106433.96,25.00,,,,
43b4f86e-d74f-9166-3555-7a81e09e6396,May 09 2025 13:03:22,Deposit,100.00,,,,,,,,,
ce9eff80-e07c-cdbc-00ec-45435436d5f8,May 09 2025 13:04:00,Purchase,-100.00,,0.00095475,,104739.10,100.00,,,,
e4d86660-9bd5-1ccc-18b7-356886a8239d,May 12 2025 13:03:22,Deposit,50.00,,,,,,,,,
b348530c-7e2f-097c-832d-abbb8527f636,May 12 2025 13:04:00,Purchase,-50.00,,0.00047060,,106247.09,50.00,,,,
d6caf5fc-edff-fb6b-d269-2f82b7095df4,May 13 2025 12:59:22,Deposit,100.00,,,,,,,,,
660fc3b0-1322-73a9-0995-6d8f528020c3,May 13 2025 13:00:00,Purchase,-100.00,,0.00095147,,105100.88,100.00,,,,
c8e092af-70ce-ce7c-e51c-3156e5d9751b,May 14 2025 13:01:22,Deposit,100.00,,,,,,,,,
ce58bf3b-be65-fe03-3a93-ef65d0dadd21,May 14 2025 13:02:00,Purchase,-100.00,,0.00097676,,102379.19,100.00,,,,
af6bcf96-6d88-f15c-64fc-fdbc8aecc88e,May 15 2025 13:00:22,Deposit,50.00,,,,,,,,,
2bb78e8a-1480-b7ef-508c-a78a07eb81f0,May 15 2025 13:01:00,Purchase,-50.00,,0.00047074,,106215.80,50.00,,,,
b766bc65-37dc-9180-f7e6-182b0c6580a3,May 16 2025 13:01:22,Deposit,100.00,,,,,,,,,
14db7ed6-69ce-8d8c-d176-4f6f83a41921,May 16 2025 13:02:00,Purchase,-100.00,,0.00093198,,107298.53,100.00,,,,
205fd1f3-a3c9-8eff-6670-d2886aeb8f6a,May 17 2025 13:04:22,Deposit,100.00,,,,,,,,,
0b5d15e0-cfad-f1f2-3557-c36346fe8b93,May 17 2025 13:05:00,Purchase,-100.00,,0.00092118,,108556.25,100.00,,,,
67fde0a0-f21c-b30d-81f1-e69e86078be6,May 18 2025 13:00:22,Deposit,30.00,,,,,,,,,
da90984f-5106-3e7c-872d-fa8881a60651,May 18 2025 13:01:00,Purchase,-30.00,,0.00028295,,106027.58,30.00,,,,
ebd0a4d1-3b56-14cc-6705-7bcb8070e3b8,May 19 2025 13:01:22,Deposit,30.00,,,,,,,,,
15e65034-b62a-0094-6241-c4193171b99e,May 19 2025 13:02:00,Purchase,-30.00,,0.00028104,,106746.62,30.00,,,,
6befe648-aa73-b25f-464d-84b3a5bbed2a,May 20 2025 13:02:22,Deposit,30.00,,,,,,,,,
a1713da9-8ec3-a099-3a04-89d917a0edbb,May 20 2025 13:03:00,Purchase,-30.00,,0.00028911,,103767.21,30.00,,,,
b6ba2144-eea9-eeff-8b5b-9346e497ff10,May 21 2025 13:04:22,Deposit,30.00,,,,,,,,,
f19ab99d-e83d-d46a-df34-ab7a05ede80c,May 21 2025 13:05:00,Purchase,-30.00,,0.00028624,,104807.66,30.00,,,,
9344f4fc-b629-b368-3f11-a9ba79bbabd5,May 22 2025 13:03:22,Deposit,50.00,,,,,,,,,
3d66bfdd-1b09-20d1-962f-2bafa52e77cc,May 22 2025 13:04:00,Purchase,-50.00,,0.00046402,,107753.31,50.00,,,,
172d1b02-1bb6-223b-6515-c911676d7f15,May 23 2025 13:01:22,Deposit,25.00,,,,,,,,,
07e52699-e3de-dc78-4079-2595cd9f84d9,May 23 2025 13:02:00,Purchase,-25.00,,0.00023794,,105067.98,25.00,,,,
808e65fd-d7ea-2fe9-859c-e298c6a72aad,May 24 2025 13:04:22,Deposit,20.00,,,,,,,,,
c946804c-0c8c-cd23-5447-48cf4517e67f,May 24 2025 13:05:00,Purchase,-20.00,,0.00019134,,104528.45,20.00,,,,
81c26df9-af71-8aac-aecb-ec01ba24cfd8,May 25 2025 13:01:22,Deposit,100.00,,,,,,,,,
886d75e1-bd38-db68-8511-942de8e3b417,May 25 2025 13:02:00,Purchase,-100.00,,0.00092004,,108690.75,100.00,,,,
a22b0adb-377a-a128-655f-dd65f1846630,May 26 2025 13:03:22,Deposit,30.00,,,,,,,,,
c12f11b4-428b-e9db-0a4f-05bd3396a619,May 26 2025 13:04:00,Purchase,-30.00,,0.00027887,,107575.10,30.00,,,,
0ffb371d-2044-3ce9-a6e3-9e7419724e97,May 27 2025 13:00:22,Deposit,20.00,,,,,,,,,
25dddbc1-576c-2dba-0d48-eaaa4de417cf,May 27 2025 13:01:00,Purchase,-20.00,,0.00018701,,106946.87,20.00,,,,
14ea300b-df1d-0ae2-2522-ce657b6770b8,May 28 2025 13:00:22,Deposit,20.00,,,,,,,,,
9a2daf1e-9643-7148-5c8d-aa3041922a91,May 28 2025 13:01:00,Purchase,-20.00,,0.00018942,,105587.91,20.00,,,,
a31769cb-77d6-70af-b96e-1093c87ee143,May 29 2025 13:04:22,Deposit,25.00,,,,,,,,,
e08e135a-576f-2ebc-3ece-b1b3f77021bb,May 29 2025 13:05:00,Purchase,-25.00,,0.00023656,,105683.55,25.00,,,,
2c672f6c-9f08-91cb-9b4a-6be0fcb08c50,May 30 2025 13:04:22,Deposit,50.00,,,,,,,,,
fad45e35-d04c-23d0-307d-02802e1164fc,May 30 2025 13:05:00,Purchase,-50.00,,0.00046474,,107587.52,50.00,,,,
50beeff1-28e4-c433-adc9-d0fe6abc3541,May 31 2025 12:59:22,Deposit,50.00,,,,,,,,,
b36bc7e9-5b11-fb3d-e8df-6b343ff8e9fe,May 31 2025 13:00:00,Purchase,-50.00,,0.00046247,,108114.58,50.00,,,,
7ba967bc-f35b-4126-1c8d-34cf32d66b71,Jun 02 2025 13:02:22,Deposit,50.00,,,,,,,,,
627f61ac-4fb7-7aa5-d514-8f8f3355c69b,Jun 02 2025 13:03:00,Purchase,-50.00,,0.00045096,,110874.08,50.00,,,,
3e754472-eeda-078e-b1aa-fff2e9624969,Jun 03 2025 13:01:22,Deposit,30.00,,,,,,,,,
a6b722af-b14e-5181-6cbe-bd58663dce0a,Jun 03 2025 13:02:00,Purchase,-30.00,,0.00028180,,106457.81,30.00,,,,
a0c87883-1209-4ff8-6b84-3032d3647bea,Jun 05 2025 13:00:22,Deposit,50.00,,,,,,,,,
69232af1-69eb-c12d-95c5-9aa9d50537a8,Jun 05 2025 13:01:00,Purchase,-50.00,,0.00045402,,110128.22,50.00,,,,
c54790f2-e797-8cc1-a8f1-1d1721eb3c6a,Jun 06 2025 12:59:22,Deposit,25.00,,,,,,,,,
42825055-93fa-c2c1-ad82-a83666dcb04a,Jun 06 2025 13:00:00,Purchase,-25.00,,0.00022473,,111244.25,25.00,,,,
2ada3e3b-f51a-5955-2339-583939026bc6,Jun 07 2025 12:59:22,Deposit,50.00,,,,,,,,,
395da403-503e-9141-99dc-cb924e537cea,Jun 07 2025 13:00:00,Purchase,-50.00,,0.00045480,,109939.06,50.00,,,,
3d983a64-3033-61a4-63bc-579580448c5c,Jun 09 2025 13:01:22,Deposit,20.00,,,,,,,,,
f27504a7-857d-e1ef-c094-6fdcf91ff421,Jun 09 2025 13:02:00,Purchase,-20.00,,0.00018199,,109894.75,20.00,,,,
ea591076-1b20-f49e-4b85-db92d65fd7a5,Jun 09 2025 18:37:22,Deposit,500.00,,,,,,,,,
7356c65e-d0f1-857b-e72b-722d526a79e1,Jun 09 2025 18:38:00,Purchase,-500.00,,0.00454657,,109972.99,500.00,,,,
b0f0ffb0-99c6-becd-d427-0ab288b855ba,Jun 10 2025 13:01:22,Deposit,30.00,,,,,,,,,
a3661a2b-93d6-b330-df9a-37d7cb0a082f,Jun 10 2025 13:02:00,Purchase,-30.00,,0.00027211,,110250.30,30.00,,,,
7f44784d-fe16-5634-2e27-b9ea4325ead7,Jun 11 2025 13:03:22,Deposit,50.00,,,,,,,,,
f6229673-0c57-1da8-0073-07d9b2114249,Jun 11 2025 13:04:00,Purchase,-50.00,,0.00043570,,114758.81,50.00,,,,
2802e148-d2df-e652-9f06-40869f866994,Jun 13 2025 12:59:22,Deposit,30.00,,,,,,,,,
31db2109-c020-9363-7aba-e941f447bde4,Jun 13 2025 13:00:00,Purchase,-30.00,,0.00026880,,111609.17,30.00,,,,
2fc2fefd-feb2-6fe2-4627-e518f718b38a,Jun 14 2025 13:01:22,Deposit,100.00,,,,,,,,,
ad2e7830-fc91-73bf-aa63-a7c41b89675e,Jun 14 2025 13:02:00,Purchase,-100.00,,0.00090296,,110746.31,100.00,,,,
ad2e7830-fc91-73bf-aa63-a7c41b89675e,Jun 14 2025 13:02:00,Purchase,-100.00,,0.00090296,,110746.31,100.00,,,,
2a80d7ad-e041-e2b6-e851-bbba7a891ede,Jun 15 2025 13:01:22,Deposit,50.00,,,,,,,,,
e54311e4-0809-f235-9c3e-bf08309ddf2d,Jun 15 2025 13:02:00,Purchase,-50.00,,0.00043383,,115251.42,50.00,,,,
884d499f-18df-2303-ee07-75ae19970e74,Jun 17 2025 13:02:22,Deposit,50.00,,,,,,,,,
9cdf8161-873e-e48c-59e0-933612d97472,Jun 17 2025 13:03:00,Purchase,-50.00,,0.00045698,,109413.47,50.00,,,,
8bcb335e-b2f1-0787-e864-bcf90a6c4a24,Jun 20 2025 13:00:22,Deposit,20.00,,,,,,,,,
632a8323-040c-0f37-c611-b452985de7b6,Jun 20 2025 13:01:00,Purchase,-20.00,,0.00017337,,115363.08,20.00,,,,
84ad33d3-a984-d28a-a6ea-4c4b13891564,Jun 21 2025 13:01:22,Deposit,30.00,,,,,,,,,
6bb7b16a-50a0-fa1f-2e6b-894b58ffff89,Jun 21 2025 13:02:00,Purchase,-30.00,,0.00026962,,111266.81,30.00,,,,
8c8719d9-11d0-c4c9-d4eb-b6fe7b9c0343,Jun 22 2025 12:59:22,Deposit,30.00,,,,,,,,,
080e5b8b-6d12-d174-8e0e-4c4b3f963c16,Jun 22 2025 13:00:00,Purchase,-30.00,,0.00026992,,111145.80,30.00,,,,
4b179788-4eb4-7d2f-8d8a-9bbe35e63f94,Jun 23 2025 12:59:22,Deposit,100.00,,,,,,,,,
e3744805-66c4-fc3e-d808-18cab325c723,Jun 23 2025 13:00:00,Purchase,-100.00,,0.00088630,,112828.95,100.00,,,,
0b04451f-9ab5-4edf-f856-6a867e64e6d5,Jun 24 2025 13:02:22,Deposit,100.00,,,,,,,,,
2b3104c0-fe52-868c-ca6f-2bbf730b5062,Jun 24 2025 13:03:00,Purchase,-100.00,,0.00084260,,118679.94,100.00,,,,
e70b1f67-ee73-4f68-29a1-5eb04d001f45,Jun 25 2025 13:04:22,Deposit,30.00,,,,,,,,,
0f2538b5-7ad1-4762-aeb3-ebe065601d09,Jun 25 2025 13:05:00,Purchase,-30.00,,0.00025096,,119542.56,30.00,,,,
2ea05837-01ed-fbfa-aa0a-39a19e57cd9c,Jun 26 2025 13:01:22,Deposit,30.00,,,,,,,,,
4e5da339-4197-8a18-c43f-c869693dce81,Jun 26 2025 13:02:00,Purchase,-30.00,,0.00026071,,115072.45,30.00,,,,
edbae822-1cde-4d92-e7ea-6ef125863d8b,Jun 27 2025 13:00:22,Deposit,50.00,,,,,,,,,
487e08e0-91f6-cb2e-bc5d-4175f6af34bc,Jun 27 2025 13:01:00,Purchase,-50.00,,0.00041819,,119562.24,50.00,,,,
f524700a-eb3b-7495-acc0-00af6d160682,Jun 28 2025 13:03:22,Deposit,30.00,,,,,,,,,
7ca64ad8-ee0f-1d10-f8c3-877e1182f996,Jun 28 2025 13:04:00,Purchase,-30.00,,0.00024796,,120987.13,30.00,,,,
ce2c7ed5-2bff-90a8-bdd3-49f9285fb728,Jun 29 2025 13:02:22,Deposit,50.00,,,,,,,,,
3f5d6852-5467-53a0-0e36-40988bdef2b8,Jun 29 2025 13:03:00,Purchase,-50.00,,0.00043020,,116225.77,50.00,,,,
3ecc09ad-723c-9bec-fecb-fdcc8fc1b40a,Jun 30 2025 13:00:22,Deposit,100.00,,,,,,,,,
4d9aa52f-b19f-4f4e-b984-50d2b1d5e7d8,Jun 30 2025 13:01:00,Purchase,-100.00,,0.00082531,,121165.94,100.00,,,,
11cf49dd-6175-2871-6267-7023380cb8aa,Jul 01 2025 12:59:22,Deposit,50.00,,,,,,,,,
fab49b4c-3a28-6de8-be6a-2e6e27abcdd7,Jul 01 2025 13:00:00,Purchase,-50.00,,0.00042381,,117978.46,50.00,,,,
6bd82e4a-c133-d48d-9fd5-6c94db3fe6df,Jul 02 2025 12:59:22,Deposit,50.00,,,,,,,,,
1204f21a-406e-5343-b218-bc598d5413ca,Jul 02 2025 13:00:00,Purchase,-50.00,,0.00043411,,115177.02,50.00,,,,
dd676b14-964c-4a72-8071-faa928514996,Jul 03 2025 13:03:22,Deposit,25.00,,,,,,,,,
b1f8b067-51e0-4880-9620-0ef357a74ff7,Jul 03 2025 13:04:00,Purchase,-25.00,,0.00021317,,117278.85,25.00,,,,
fdba8ec2-e4eb-f7aa-939e-35cdd3a76485,Jul 05 2025 12:59:22,Deposit,100.00,,,,,,,,,
e142b136-8771-d5fa-59ef-662417e334eb,Jul 05 2025 13:00:00,Purchase,-100.00,,0.00084763,,117976.32,100.00,,,,
7bae2952-2d55-1ca2-1088-6c86c89865d2,Jul 06 2025 12:59:22,Deposit,50.00,,,,,,,,,
84501e45-ec7a-5e1e-af31-66b610111d64,Jul 06 2025 13:00:00,Purchase,-50.00,,0.00043445,,115087.21,50.00,,,,
adfea9cb-d3f5-9e07-98d6-759cbd92a9d6,Jul 08 2025 13:03:22,Deposit,20.00,,,,,,,,,
a3eaf6a2-b3fc-cbbd-ad01-77ea45c88420,Jul 08 2025 13:04:00,Purchase,-20.00,,0.00016601,,120471.15,20.00,,,,
554a28ab-fb6e-47fc-d182-94d9615f127f,Jul 09 2025 13:01:22,Deposit,100.00,,,,,,,,,
454306b4-9645-b129-c480-eda61e69fce0,Jul 09 2025 13:02:00,Purchase,-100.00,,0.00088608,,112856.21,100.00,,,,
1e499cdc-c97d-096d-5b0a-a5ad5f5cc464,Jul 09 2025 16:51:22,Deposit,500.00,,,,,,,,,
ae5f79d5-f18e-5678-8ddc-31b39c21cc5c,Jul 09 2025 16:52:00,Purchase,-500.00,,0.00443149,,112828.92,500.00,,,,
f588807b-2dad-2798-1773-703c68fd246f,Jul 10 2025 13:03:22,Deposit,20.00,,,,,,,,,
f7025502-c63b-5004-73b4-6267c6290525,Jul 10 2025 13:04:00,Purchase,-20.00,,0.00017652,,113300.27,20.00,,,,
f1573df5-135b-073e-fac0-0032eca65997,Jul 11 2025 12:59:22,Deposit,50.00,,,,,,,,,
86f3b2a9-f9d3-3e1e-04f4-518117069356,Jul 11 2025 13:00:00,Purchase,-50.00,,0.00042811,,116793.15,50.00,,,,
53c00b65-8274-b5ec-5b41-52733deb9565,Jul 12 2025 12:59:22,Deposit,50.00,,,,,,,,,
cf032ce3-3ded-405a-3a6c-85de7055192f,Jul 12 2025 13:00:00,Purchase,-50.00,,0.00042066,,118862.09,50.00,,,,
a6090b62-821a-0eaa-08a5-9dfe17f8def1,Jul 13 2025 13:00:22,Deposit,100.00,,,,,,,,,
070ec891-a7aa-02f5-e5ee-74503740b325,Jul 13 2025 13:01:00,Purchase,-100.00,,0.00087114,,114791.60,100.00,,,,
2680d6c0-21b0-591c-a22f-8f22e1c8bedc,Jul 14 2025 13:02:22,Deposit,30.00,,,,,,,,,
62581e09-9273-1338-adfc-eed2a48c03f1,Jul 14 2025 13:03:00,Purchase,-30.00,,0.00026088,,114994.03,30.00,,,,
43ed9a2f-e144-608b-79e5-ee4a641b58f7,Jul 15 2025 13:02:22,Deposit,50.00,,,,,,,,,
bf5e566a-f058-07cd-69c9-984e77acb472,Jul 15 2025 13:03:00,Purchase,-50.00,,0.00042892,,116571.98,50.00,,,,
dec54f7a-7790-c513-dd67-813842bc68a5,Jul 16 2025 13:03:22,Deposit,25.00,,,,,,,,,
d6c5d566-be19-88bb-3968-94223ea889af,Jul 16 2025 13:04:00,Purchase,-25.00,,0.00021430,,116658.58,25.00,,,,
952959c7-3b25-33d8-f58c-95e58e6a6fb3,Jul 17 2025 13:00:22,Deposit,50.00,,,,,,,,,
b701ea38-b278-f571-ae58-a620248c97fc,Jul 17 2025 13:01:00,Purchase,-50.00,,0.00043778,,114212.97,50.00,,,,
596128d0-ddc3-0cd7-e934-2f1ca0d28e2b,Jul 19 2025 12:59:22,Deposit,30.00,,,,,,,,,
0335a046-2d10-815f-5d74-351c2894b1ec,Jul 19 2025 13:00:00,Purchase,-30.00,,0.00026842,,111765.52,30.00,,,,
ce851129-2884-8c0f-7f57-d2bb5a8eafd6,Jul 20 2025 13:02:22,Deposit,50.00,,,,,,,,,
f570aaff-f6ce-d0f9-31b6-83a08717ad04,Jul 20 2025 13:03:00,Purchase,-50.00,,0.00042353,,118056.37,50.00,,,,
bdcd0d6b-9ec0-fa25-2129-4c54c993048b,Jul 21 2025 13:02:22,Deposit,30.00,,,,,,,,,
91b7acb7-a587-fea1-edba-e7f8b4a255a9,Jul 21 2025 13:03:00,Purchase,-30.00,,0.00027011,,111064.19,30.00,,,,
de12fa55-f58d-a56c-f814-17a81e0182a2,Jul 23 2025 12:59:22,Deposit,100.00,,,,,,,,,
494dafa7-a26f-c7a5-9d29-4d5081b40c76,Jul 23 2025 13:00:00,Purchase,-100.00,,0.00087897,,113769.67,100.00,,,,
8d22ff6e-45cb-6619-32f2-c17671b99297,Jul 24 2025 12:59:22,Deposit,25.00,,,,,,,,,
dd150627-f152-17df-dfee-e7daec9bb9a1,Jul 24 2025 13:00:00,Purchase,-25.00,,0.00021932,,113986.97,25.00,,,,
683a86b3-314c-6ab6-7146-7626b29aa0e0,Jul 26 2025 13:04:22,Deposit,20.00,,,,,,,,,
4c80d4d0-ce93-a399-fd53-d9784ee71591,Jul 26 2025 13:05:00,Purchase,-20.00,,0.00017885,,111826.04,20.00,,,,
daf5b515-7b6e-e35b-5829-b2ca28ac99d8,Jul 28 2025 12:59:22,Deposit,25.00,,,,,,,,,
a470082b-594c-fba8-f02f-fb139ce17df4,Jul 28 2025 13:00:00,Purchase,-25.00,,0.00022682,,110219.04,25.00,,,,
a140192e-f1f7-8d17-3d37-90f42c8bfa5f,Jul 29 2025 13:04:22,Deposit,50.00,,,,,,,,,
b9564cfa-2b1d-c2bb-e3ab-dd2dd917d7c8,Jul 29 2025 13:05:00,Purchase,-50.00,,0.00043693,,114435.96,50.00,,,,
d0aba3d3-276a-d654-8b24-bcc2424de9cf,Jul 30 2025 13:04:22,Deposit,30.00,,,,,,,,,
9fd62d71-b5f1-86c5-5b2d-847034f9c03f,Jul 30 2025 13:05:00,Purchase,-30.00,,0.00026366,,113781.76,30.00,,,,
c632d7e0-bb7c-0d45-60d6-bdf6bfebc959,Jul 31 2025 13:04:22,Deposit,50.00,,,,,,,,,
2090165f-6064-95e9-c6a4-7ad234070dad,Jul 31 2025 13:05:00,Purchase,-50.00,,0.00045442,,110031.56,50.00,,,,
42a62335-2ef0-6cdc-c7c9-f5275da8a066,Aug 01 2025 12:59:22,Deposit,50.00,,,,,,,,,
f15807fb-6b63-648a-4ead-e3a171bce1e2,Aug 01 2025 13:00:00,Purchase,-50.00,,0.00043443,,115092.99,50.00,,,,
4ca4992b-5750-2a38-eefd-827c2dbedb45,Aug 02 2025 13:00:22,Deposit,100.00,,,,,,,,,
4c3a8049-8968-aefd-c27d-aa012bbce646,Aug 02 2025 13:01:00,Purchase,-100.00,,0.00088795,,112618.71,100.00,,,,
b6c03924-e0dc-3a7d-1f1e-4040763250dc,Aug 03 2025 12:59:22,Deposit,30.00,,,,,,,,,
fd7e506e-7987-cbdf-0e30-bcaf96dff1a8,Aug 03 2025 13:00:00,Purchase,-30.00,,0.00026944,,111341.41,30.00,,,,
ce672c80-a8df-71bd-315a-6345dd4a8f11,Aug 04 2025 13:03:22,Deposit,30.00,,,,,,,,,
a19029c3-ae01-0211-e6a8-ce79f97c7183,Aug 04 2025 13:04:00,Purchase,-30.00,,0.00027139,,110543.35,30.00,,,,
63acf274-360b-9485-b232-16b9095925ae,Aug 05 2025 13:01:22,Deposit,50.00,,,,,,,,,
1747edec-d1c5-a269-06f6-e996036d756e,Aug 05 2025 13:02:00,Purchase,-50.00,,0.00044488,,112388.68,50.00,,,,
05cc750f-3b92-a377-32fd-1aeecef24417,Aug 06 2025 13:00:22,Deposit,25.00,,,,,,,,,
14eae81b-5706-d0ce-ff35-8f5caae26c9d,Aug 06 2025 13:01:00,Purchase,-25.00,,0.00022568,,110775.78,25.00,,,,
f8b39a7e-b5be-994a-4d13-b333adf77b2a,Aug 07 2025 13:02:22,Deposit,20.00,,,,,,,,,
ed9df1b1-d066-278d-a15f-ad179bc67647,Aug 07 2025 13:03:00,Purchase,-20.00,,0.00017485,,114381.02,20.00,,,,
9b48ae1a-2aaf-4c60-6584-e2c3c5ce8fd5,Aug 08 2025 13:03:22,Deposit,50.00,,,,,,,,,
6f06b8fe-5d36-3458-2574-0c5b783b8ab8,Aug 08 2025 13:04:00,Purchase,-50.00,,0.00044041,,113531.33,50.00,,,,
25a72801-7bc7-0654-df6a-909ecbe3dd42,Aug 09 2025 13:00:22,Deposit,30.00,,,,,,,,,
64b1d5da-c969-ec15-605b-e59ce6c62c67,Aug 09 2025 13:01:00,Purchase,-30.00,,0.00026348,,113860.73,30.00,,,,
09c13f5c-4076-c919-f922-d78717313cd7,Aug 10 2025 13:01:22,Deposit,20.00,,,,,,,,,
cd548ba9-290a-ec45-b230-9d21cd115c09,Aug 10 2025 13:02:00,Purchase,-20.00,,0.00017698,,113008.14,20.00,,,,
d03e8a63-c498-20dc-f9af-742db158466b,Aug 11 2025 12:59:22,Deposit,30.00,,,,,,,,,
880e220e-5b05-70b0-dde3-8a7763f28eab,Aug 11 2025 13:00:00,Purchase,-30.00,,0.00025935,,115674.42,30.00,,,,
82559550-52b5-1b43-ec03-5dd5a1a1f748,Aug 12 2025 12:59:22,Deposit,20.00,,,,,,,,,
2797175b-15f8-c477-9917-fcb8684b0670,Aug 12 2025 13:00:00,Purchase,-20.00,,0.00018157,,110152.78,20.00,,,,
d839d741-a0a1-8f3a-0a34-6ef5311f898f,Aug 13 2025 13:04:22,Deposit,100.00,,,,,,,,,
732f3f80-068b-c8ca-f6f9-8ccc0e47cc19,Aug 13 2025 13:05:00,Purchase,-100.00,,0.00088680,,112765.37,100.00,,,,
a2ca3b72-4292-74f1-dda3-8dd13f0b7de1,Aug 13 2025 15:02:00,Send,,,-0.00500000,,,,bc1q6lnaboj48gonl9nvzsck7oyf80bat75d5w3395,,8118eaabef79645726427dc87b08cf64ea8ad4f36e1489c8b01cc09e61d4d9ca,cold storage
f8340306-d64b-4909-67b3-c04cafeb4dd9,Aug 14 2025 13:01:22,Deposit,30.00,,,,,,,,,
163d6cf2-ea48-27a7-fc85-7706b7b4c1b6,Aug 14 2025 13:02:00,Purchase,-30.00,,0.00025750,,116503.30,30.00,,,,
5e790228-f9ea-8f6e-e181-de29bcafe7c3,Aug 16 2025 12:59:22,Deposit,100.00,,,,,,,,,
1680af6c-3109-3fad-861f-53ee2d3cae57,Aug 16 2025 13:00:00,Purchase,-100.00,,0.00090252,,110801.39,100.00,,,,
d792318a-ede3-4caf-5243-5fb582c093ba,Aug 17 2025 13:00:22,Deposit,100.00,,,,,,,,,
b6e7186e-d63a-bcf0-f3d8-838900181ebd,Aug 17 2025 13:01:00,Purchase,-100.00,,0.00086992,,114953.13,100.00,,,,
14731d91-ef5d-55a9-4e68-8f4b3f6dda8e,Aug 18 2025 13:00:22,Deposit,50.00,,,,,,,,,
be7f21a6-4b1d-fe3a-6c03-f970815bc119,Aug 18 2025 13:01:00,Purchase,-50.00,,0.00044256,,112980.24,50.00,,,,
363dcfeb-4f0e-34ee-3ed6-a0d95e50963f,Aug 19 2025 13:02:22,Deposit,50.00,,,,,,,,,
dec45e14-b972-c72a-9d8f-4ad19ce516d0,Aug 19 2025 13:03:00,Purchase,-50.00,,0.00042790,,116849.37,50.00,,,,
c3ab15c2-780f-7244-1dce-dca90a75853d,Aug 20 2025 13:01:22,Deposit,50.00,,,,,,,,,
87a75d2e-0b27-1ae7-537c-ec9bab4d3a30,Aug 20 2025 13:02:00,Purchase,-50.00,,0.00044767,,111689.09,50.00,,,,
e0bbf0b5-b1cf-8924-6ad5-ac4c7ad01c5a,Aug 21 2025 13:04:22,Deposit,50.00,,,,,,,,,
b2b2feb2-6f8a-625e-688a-02fd5368d2c8,Aug 21 2025 13:05:00,Purchase,-50.00,,0.00045081,,110911.58,50.00,,,,
c2a4da74-448e-1303-835e-28187e934c3f,Aug 22 2025 13:00:22,Deposit,30.00,,,,,,,,,
7000a0a1-3806-690a-131a-c7ad153723dd,Aug 22 2025 13:01:00,Purchase,-30.00,,0.00025554,,117399.82,30.00,,,,
9d04259d-ed84-34b6-c51e-88a25c040772,Aug 24 2025 12:59:22,Deposit,30.00,,,,,,,,,
8dbdbf3d-cbf3-609b-197c-93c8b1c4a644,Aug 24 2025 13:00:00,Purchase,-30.00,,0.00025693,,116762.75,30.00,,,,
70f48fc8-35d3-6bbf-8ac3-0a67917b884f,Aug 25 2025 13:04:22,Deposit,50.00,,,,,,,,,
b350dcbc-65bd-4ed5-47d7-25fa7836baf1,Aug 25 2025 13:05:00,Purchase,-50.00,,0.00045113,,110832.67,50.00,,,,
5402ef20-d49b-04c9-8e7b-68397206573d,Aug 27 2025 13:00:22,Deposit,50.00,,,,,,,,,
de1ddf8f-f413-2190-787e-5c02effb7694,Aug 27 2025 13:01:00,Purchase,-50.00,,0.00043783,,114200.81,50.00,,,,
