Reference,Date & Time (UTC),Transaction Type,Amount USD,Fee USD,Amount BTC,Fee BTC,BTC Price,Cost Basis (USD),Destination,Description,Transaction Hash,Note
002ed778-b018-3b22-6160-ecc2f0c3cc8d,May 07 2026 13:03:00,Purchase,-25.00,,0.00023577,,106035.98,25.00,,,,
940f4923-cc47-8881-abe4-9fe527d6c402,May 08 2026 13:00:22,Deposit,100.00,,,,,,,,,
d0893f56-202e-1cdc-7e43-b6b819f1be25,May 08 2026 13:01:00,Purchase,-100.00,,0.00096259,,103886.27,100.00,,,,
dacbc83d-accd-e3ae-3234-1f030a6bdf5d,May 09 2026 12:59:22,Deposit,50.00,,,,,,,,,
5ba4bed2-b076-b81d-2d60-86845fb64302,May 09 2026 13:00:00,Purchase,-50.00,,0.00046703,,107059.54,50.00,,,,
77600801-7fdb-9039-1ada-04bef11a14e0,May 10 2026 13:03:22,Deposit,50.00,,,,,,,,,
8c6c236d-86c4-dd2d-6cef-2eea5d95c3b8,May 10 2026 13:04:00,Purchase,-50.00,,0.00046530,,107457.89,50.00,,,,
e28348a5-ef1b-1faa-1ad5-892ceb03736e,May 11 2026 13:01:22,Deposit,50.00,,,,,,,,,
1e829503-7896-5290-9c59-fd6be56d5f77,May 11 2026 13:02:00,Purchase,-50.00,,0.00047227,,105871.06,50.00,,,,
1079a99c-9752-1a9c-d3fe-61f028ced2e0,May 14 2026 13:02:22,Deposit,50.00,,,,,,,,,
b3216bc5-afc4-2114-0bea-b0018982bdc7,May 14 2026 13:03:00,Purchase,-50.00,,0.00046238,,108136.65,50.00,,,,
